SystemSize,EntanglementEntropy
4,1.4608740849894888
10,1.8517753635558014
16,1.9569481697462932
22,2.062217595320559
28,2.123441160527921
34,2.183615859889151
40,2.2254809422301665
46,2.26624565725647
52,2.2969105782560924
58,2.3266792485226064
64,2.3501380400985545
