SystemSize,EntanglementEntropy
4,0.31936843555435324
8,0.45697577311338305
12,0.536833213132625
16,0.5923069516416171
20,0.6345729434571993
24,0.6686177421618722
28,0.6970739279931095
32,0.7214932771639696
36,0.7428646207771754
40,0.7618554269686773
44,0.7789369425860534
48,0.7944538978607988
