SystemSize,EntanglementEntropy
36,1.2768709796407829
40,1.3021945944177704
44,1.3251041856329446
48,1.3460201371011986
52,1.3652617447015858
56,1.383077278001173
60,1.3996635932081283
64,1.4151793216096318
68,1.4297543354553144
72,1.4434961942729838
