SystemSize,EntanglementEntropy
2,0.07758418490237184
4,0.08719108613431027
6,0.08856414042441335
8,0.088791939535409
10,0.08883311564997437
12,0.08884099483046806
14,0.0888425648489026
16,0.08884288723589169
18,0.08884295497945355
20,0.08884296947624465
22,0.088842972624657
24,0.08884297331662583
26,0.0888429734703846
28,0.08884297350483399
30,0.08884297351258438
32,0.08884297351439512
34,0.08884297351475658
36,0.08884297351479391
38,0.08884297351490679
40,0.08884297351487301
